epoch,train_loss,train_accuracy,train_no_number_accuracy,val_loss,val_accuracy,val_no_number_accuracy,learning_rate
1,3.2447519302368164,22.888283378746593,40.816326530612244,4.089211940765381,40.128755364806864,44.44444444444444,0.0001
2,1.6660504852022444,46.321525885558586,53.06122448979592,2.901103655497233,13.304721030042918,0.0,0.00028
3,1.2337267994880676,52.58855585831063,71.42857142857143,1.8736146423551772,42.06008583690987,29.62962962962963,0.00045999999999999996
4,1.1604044692856925,61.85286103542234,79.59183673469387,1.4089343945185344,31.759656652360515,77.77777777777777,0.00064
5,0.658665942294257,82.28882833787466,83.6734693877551,0.6456465919812521,69.52789699570816,90.74074074074075,0.00082
6,0.4374523844037737,77.3841961852861,79.59183673469387,0.23710524208015865,89.69957081545064,92.5925925925926,0.0008190012606065279
7,0.2572307969842638,89.3732970027248,91.83673469387755,0.09282940957281324,98.92703862660944,92.5925925925926,0.0008160099081840437
8,0.26588465699127745,90.19073569482289,97.95918367346938,0.183844655752182,89.48497854077253,98.14814814814815,0.0008110405163008602
9,0.29337429840649876,92.37057220708446,87.75510204081633,0.06212129309359524,98.49785407725322,100.0,0.0008041172953347106
10,0.13591864705085754,92.09809264305177,97.95918367346938,0.06502234754669997,94.4206008583691,94.44444444444444,0.0007952739745222223
11,0.12404032424092293,93.46049046321527,91.83673469387755,0.02115704530539612,98.92703862660944,100.0,0.0007845536376334662
12,0.1761108109993594,98.36512261580381,93.87755102040816,0.03313994169649151,98.71244635193133,100.0,0.00077200851307216
13,0.09218303034348148,94.55040871934605,93.87755102040816,0.03174907978003224,98.71244635193133,98.14814814814815,0.0007576997194241344
14,0.09732703704919134,96.73024523160763,97.95918367346938,0.017840734993418057,98.71244635193133,100.0,0.0007416969676937283
15,0.09934028557368688,95.91280653950953,91.83673469387755,0.012349157387183772,99.14163090128756,100.0,0.0007240782216787808
16,0.07687018758484296,96.73024523160763,100.0,0.02040042510877053,98.71244635193133,100.0,0.0007049293181388468
17,0.05831725576094219,97.27520435967303,95.91836734693878,0.03142193192616105,98.49785407725322,100.0,0.0006843435486071317
18,0.03838709808353867,98.91008174386921,100.0,0.023493502082096204,98.49785407725322,100.0,0.0006624212048835197
19,0.039885920738535266,98.6376021798365,95.91836734693878,0.013087422819808125,99.35622317596567,100.0,0.000639269090423006
20,0.027625770973307744,98.6376021798365,100.0,0.021738244893236294,98.92703862660944,100.0,0.0006149999999999999
21,0.035702211782336235,98.36512261580381,97.95918367346938,0.026450505738870964,98.28326180257511,100.0,0.0005897321701835216
22,0.021328410133719444,98.91008174386921,97.95918367346938,0.015981048824162118,99.14163090128756,100.0,0.0005635887033005238
23,0.0612042864252414,98.91008174386921,95.91836734693878,0.009859900973323319,99.14163090128756,100.0,0.0005366969676937283
24,0.02164392130050276,98.6376021798365,100.0,0.015203437528624717,98.71244635193133,100.0,0.0005091879771958636
25,0.026972746276961907,99.4550408719346,97.95918367346938,0.015035624188991884,98.92703862660944,100.0,0.00048119575284344136
26,0.29239927884191275,99.1825613079019,97.95918367346938,0.008569168605996916,99.14163090128756,100.0,0.0004528566699397378
27,0.027191901579499245,97.54768392370572,100.0,0.028998436044073768,98.92703862660944,98.14814814814815,0.00042430879364802537
28,0.08899511636367866,98.6376021798365,97.95918367346938,0.007457769165436427,99.35622317596567,100.0,0.0003956912063519746
29,0.03506124046232019,98.6376021798365,100.0,0.013769605378102925,99.14163090128756,100.0,0.00036714333006026206
30,0.015940920316747258,99.7275204359673,100.0,0.015463368934837894,98.92703862660944,100.0,0.0003388042471565585
31,0.01607377108718668,98.91008174386921,100.0,0.010331226855568174,99.14163090128756,100.0,0.0003108120228041361
32,0.014060129943702902,99.7275204359673,100.0,0.008283649112046178,99.35622317596567,100.0,0.00028330303230627153
33,0.013020176573523454,99.7275204359673,100.0,0.008266286691650748,99.35622317596567,100.0,0.00025641129669947603
34,0.017279440337525948,99.7275204359673,97.95918367346938,0.008896386664774682,99.35622317596567,100.0,0.00023026782981647818
35,0.015612306239615594,100.0,100.0,0.008803774945489649,99.35622317596567,100.0,0.00020500000000000005
36,0.011653207442057984,99.4550408719346,100.0,0.007020514904676626,99.35622317596567,100.0,0.00018073090957699381
37,0.11845206549125058,99.7275204359673,100.0,0.0074346754635270275,99.14163090128756,100.0,0.00015757879511648008
38,0.010502230974712543,99.7275204359673,100.0,0.007836013049301174,99.14163090128756,100.0,0.0001356564513928681
39,0.014087076897599868,100.0,100.0,0.007499438167239229,99.14163090128756,100.0,0.00011507068186115296
40,0.011523679231426545,100.0,100.0,0.007549119715501244,99.14163090128756,100.0,9.592177832121906e-05
41,0.01481643911185009,100.0,97.95918367346938,0.008117824650576545,99.14163090128756,100.0,7.830303230627159e-05
42,0.020379494077392986,100.0,100.0,0.008700861666713737,99.14163090128756,100.0,6.230028057586535e-05
43,0.008640557627326675,99.7275204359673,100.0,0.008905353086043356,99.14163090128756,100.0,4.7991486927840024e-05
44,0.010871259861492686,100.0,100.0,0.008777683953263072,99.14163090128756,100.0,3.544636236653369e-05
45,0.0075839838412191185,100.0,100.0,0.008882202803053789,99.14163090128756,100.0,2.472602547777759e-05
46,0.006222954685134547,100.0,100.0,0.008855913186885623,99.14163090128756,100.0,1.5882704665289344e-05
47,0.008163272037303873,99.7275204359673,100.0,0.00866849583043303,99.14163090128756,100.0,8.959483699139668e-06
48,0.009832113515585661,100.0,100.0,0.008600327833038237,99.14163090128756,100.0,3.9900918159561975e-06
49,0.010781274177134037,99.4550408719346,100.0,0.00864164770529088,99.14163090128756,100.0,9.987393934720791e-07
50,0.0140794439108244,100.0,100.0,0.008309944487539016,99.14163090128756,100.0,0.0
