epoch,train_loss,train_accuracy,train_no_number_accuracy,val_loss,val_accuracy,val_no_number_accuracy,learning_rate
1,4.048878541359534,4.825737265415549,58.13953488372093,2.5883374915403476,0.0,100.0,0.0005
2,3.0102786467625546,11.528150134048257,44.18604651162791,2.145554374246036,21.459227467811157,100.0,0.0005
3,2.742701897254357,22.25201072386059,27.906976744186046,1.7088183024350334,5.793991416309013,94.44444444444444,0.0005
4,2.1970558166503906,27.345844504021446,53.48837209302326,1.300089352271136,35.836909871244636,90.74074074074075,0.0005
5,1.9781189698439379,36.729222520107236,46.51162790697674,1.203225528492647,38.197424892703864,88.88888888888889,0.0005
6,1.650794350183927,41.8230563002681,67.44186046511628,1.0868999922976774,42.06008583690987,81.48148148148148,0.0005
7,1.7023885662739093,41.01876675603217,76.74418604651163,0.9476989262244281,58.15450643776824,85.18518518518519,0.0005
8,1.3159883389106164,43.16353887399464,83.72093023255815,0.8330126755377826,62.01716738197425,85.18518518518519,0.0005
9,1.242023500112387,50.938337801608576,81.3953488372093,0.692054280463387,87.12446351931331,85.18518518518519,0.0005
10,1.2854657402405372,64.87935656836461,76.74418604651163,0.683042007334092,81.75965665236052,90.74074074074075,0.0005
11,0.9390432032255026,63.002680965147455,88.37209302325581,0.6072988422477946,83.90557939914163,85.18518518518519,0.0005
12,0.9896620030586536,67.02412868632707,86.04651162790698,0.5784333006424063,82.18884120171674,90.74074074074075,0.0005
13,0.9172648558249841,69.70509383378015,83.72093023255815,0.4857127359684776,86.69527896995709,87.03703703703704,0.0005
14,0.7210827676149515,74.53083109919571,88.37209302325581,0.4406105341280208,86.48068669527898,88.88888888888889,0.0005
15,0.6647384132330234,73.72654155495978,88.37209302325581,0.5302167219274184,87.33905579399142,87.03703703703704,0.0005
16,0.7486438842920157,68.90080428954424,90.69767441860465,0.38254569821497975,90.34334763948497,92.5925925925926,0.0005
17,0.6560309666853684,72.11796246648794,90.69767441860465,0.49509412269381914,80.90128755364807,87.03703703703704,0.0005
18,0.7023869248536917,68.63270777479893,90.69767441860465,0.4743931679164662,79.18454935622317,88.88888888888889,0.0005
19,0.700786136663877,74.2627345844504,76.74418604651163,0.5101188245941611,74.0343347639485,88.88888888888889,0.0005
20,0.5799380804483707,71.31367292225201,86.04651162790698,0.36855629086494446,84.12017167381974,90.74074074074075,0.0005
21,0.609391471514335,73.72654155495978,90.69767441860465,0.3533851289573838,92.70386266094421,90.74074074074075,0.0005
22,0.5031666503502772,78.01608579088472,90.69767441860465,0.3377598291810821,87.12446351931331,88.88888888888889,0.0005
23,0.580138256916633,77.21179624664879,90.69767441860465,0.27509880438447,91.84549356223177,92.5925925925926,0.0005
24,0.7233595572985135,76.40750670241287,95.34883720930233,0.2832767781527603,92.91845493562232,92.5925925925926,0.0005
25,0.4508821081656676,79.08847184986595,90.69767441860465,0.37509934297379327,80.68669527896996,92.5925925925926,0.0005
26,0.3846559960108537,72.65415549597856,79.06976744186046,0.27566077735494166,91.41630901287553,90.74074074074075,0.0005
27,0.3849953355697485,81.76943699731903,93.02325581395348,0.28437618604477716,90.55793991416309,96.29629629629629,0.00035
28,0.44860975673565495,82.03753351206434,88.37209302325581,0.262466616490308,92.70386266094421,96.29629629629629,0.00035
29,0.4802255504406415,79.62466487935657,90.69767441860465,0.22380697661462953,95.06437768240343,98.14814814814815,0.00035
30,0.3031457605270239,84.45040214477211,88.37209302325581,0.23800849542021751,90.7725321888412,94.44444444444444,0.00035
31,0.35047275916888165,85.25469168900804,93.02325581395348,0.20545630617176786,94.20600858369099,96.29629629629629,0.00035
32,0.33570261987356037,80.16085790884719,97.67441860465117,0.2541496902704239,88.8412017167382,96.29629629629629,0.00035
33,0.35304991671672237,84.1823056300268,88.37209302325581,0.205614127437858,94.84978540772532,98.14814814814815,0.00035
34,0.397553047308555,78.28418230563003,95.34883720930233,0.22553684650098577,91.41630901287553,94.44444444444444,0.00035
35,0.27284640532273513,82.30563002680965,95.34883720930233,0.2302962310393067,91.41630901287553,94.44444444444444,0.000245
36,0.24727915456661811,86.59517426273459,97.67441860465117,0.26679615369614434,89.27038626609442,94.44444444444444,0.000245
37,0.3239777363263644,83.37801608579089,88.37209302325581,0.19993886943249142,93.13304721030043,96.29629629629629,0.000245
38,0.31406128807709766,86.59517426273459,93.02325581395348,0.1925809706616051,94.4206008583691,96.29629629629629,0.000245
39,0.2414512479534516,84.71849865951742,97.67441860465117,0.21631674797219388,92.70386266094421,94.44444444444444,0.000245
40,0.2349050916158236,84.98659517426273,93.02325581395348,0.19836532609427676,95.06437768240343,98.14814814814815,0.000245
